Latitude,Longitude,Object Name
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
37.055768,129.421697,fish net
36.509941,129.450485,fish net
36.509941,129.450485,fish net
36.509941,129.450485,fish net
36.509941,129.450485,fish net
36.72463,129.474399,fish net
36.72463,129.474399,fish net
36.72463,129.474399,fish net
36.72463,129.474399,fish net
36.72463,129.474399,fish net
36.72463,129.474399,fish net
36.72463,129.474399,fish net
36.72463,129.474399,fish net
36.72463,129.474399,fish net
36.72463,129.474399,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
36.358498,129.394431,fish net
38.500066,128.428822,fish net
38.500066,128.428822,fish net
34.923494,128.083641,fish net
34.923494,128.083641,fish net
35.987252,129.556157,fish net
35.987252,129.556157,fish net
36.358498,129.394431,fish net
37.049746,129.420208,plastic
37.049746,129.420208,plastic
34.837805,128.422053,plastic
38.208858,128.598288,plastic
37.055768,129.421697,plastic
37.055768,129.421697,plastic
37.055768,129.421697,plastic
37.055768,129.421697,plastic
37.055768,129.421697,plastic
37.055768,129.421697,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
38.500066,128.428822,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
36.72463,129.474399,plastic
38.500066,128.428822,plastic
38.490512,128.508928,rope
38.490512,128.508928,rope
38.490512,128.508928,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
34.889302,128.698264,rope
35.451632,129.361615,rope
37.049746,129.420208,rope
37.049746,129.420208,rope
37.049746,129.420208,rope
37.049746,129.420208,rope
37.049746,129.420208,rope
37.049746,129.420208,rope
37.018013,126.419692,rope
37.018013,126.419692,rope
37.018013,126.419692,rope
36.330434,126.510896,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
33.236191,126.565765,rope
36.089538,126.614597,rope
36.089538,126.614597,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
35.877411,129.523722,rope
35.877411,129.523722,rope
35.877411,129.523722,rope
35.877411,129.523722,rope
35.877411,129.523722,rope
35.877411,129.523722,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
34.923494,128.083641,rope
34.923494,128.083641,rope
34.923494,128.083641,rope
34.923494,128.083641,rope
34.923494,128.083641,rope
34.923494,128.083641,rope
34.923494,128.083641,rope
34.923494,128.083641,rope
34.923494,128.083641,rope
34.923494,128.083641,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
36.358498,129.394431,rope
35.877411,129.523722,rope
35.877411,129.523722,rope
35.877411,129.523722,rope
35.877411,129.523722,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
36.509941,129.450485,rope
38.500066,128.428822,rope
38.500066,128.428822,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
38.208858,128.598288,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
35.987252,129.556157,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
36.358498,129.394431,rope
37.055768,129.421697,rope
37.055768,129.421697,rope
36.358498,129.394431,rope
35.877411,129.523722,rope
35.877411,129.523722,rope
35.987252,129.556157,Styrofoam
35.987252,129.556157,Styrofoam
35.987252,129.556157,Styrofoam
35.987252,129.556157,Styrofoam
35.987252,129.556157,Styrofoam
35.987252,129.556157,Styrofoam
35.987252,129.556157,Styrofoam
35.987252,129.556157,Styrofoam
38.500066,128.428822,Styrofoam
38.500066,128.428822,Styrofoam
38.500066,128.428822,Styrofoam
38.500066,128.428822,Styrofoam
38.500066,128.428822,Styrofoam
38.500066,128.428822,Styrofoam
38.500066,128.428822,Styrofoam
38.500066,128.428822,Styrofoam
38.500066,128.428822,Styrofoam
38.500066,128.428822,Styrofoam
38.208858,128.598288,Styrofoam
38.208858,128.598288,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
36.358498,129.394431,Styrofoam
